baskervilles12	231	3	it	it	PRP	(NP it)	***	OS	_
baskervilles12	231	4	on	on	RP	(PRT on)	***	OS	_
baskervilles12	231	5	in	in	IN	(SBAR in	***	OS	_
baskervilles12	231	6	order	order	NN	 order	***	OS	_
baskervilles12	231	7	to	to	TO	(S(VP to	***	OS	_
baskervilles12	231	8	help	help	VB	(VP help	***	OS	_
baskervilles12	231	9	Selden	Selden	NNP	(NP Selden)	***	OS	_
baskervilles12	231	10	in	in	IN	(PP in	***	OS	_
baskervilles12	231	11	his	his	PRP$	(NP his	***	OS	_
baskervilles12	231	12	escape	escape	NN	 escape))))))))	***	OS	_
baskervilles12	231	13	.	.	.	 .)	***	OS	_

baskervilles12	232	0	Boots	Boots	NNS	(FRAG(NP Boots	***	OS	_
baskervilles12	232	1	,	,	,	 ,	***	OS	_
baskervilles12	232	2	shirt	shirt	NN	 shirt	***	OS	_
baskervilles12	232	3	,	,	,	 ,	***	OS	_
baskervilles12	232	4	cap	cap	NN	 cap)	***	OS	_
baskervilles12	232	5	--	--	:	 --	***	OS	_
baskervilles12	232	6	it	it	PRP	(S(NP it)	***	OS	_
baskervilles12	232	7	was	be	VBD	(VP was	***	OS	_
baskervilles12	232	8	all	all	RB	(ADVP all)	***	OS	_
baskervilles12	232	9	Sir	Sir	NNP	(NP Sir	***	OS	_
baskervilles12	232	10	Henry	Henry	NNP	 Henry	***	OS	_
baskervilles12	232	11	's	's	POS	 's)))	***	OS	_
baskervilles12	232	12	.	.	.	 .)	***	OS	_

baskervilles12	233	0	The	The	DT	(S(S(NP The	***	OS	_
baskervilles12	233	1	tragedy	tragedy	NN	 tragedy)	***	OS	_
baskervilles12	233	2	was	be	VBD	(VP was	***	OS	_
baskervilles12	233	3	still	still	RB	(ADVP still)	***	OS	_
baskervilles12	233	4	black	black	JJ	(ADJP black	***	OS	_
baskervilles12	233	5	enough	enough	JJ	 enough)))	***	OS	_
baskervilles12	233	6	,	,	,	 ,	***	OS	_
baskervilles12	233	7	but	but	CC	 but	***	OS	_
baskervilles12	233	8	this	this	DT	(S(NP this	***	OS	_
baskervilles12	233	9	man	man	NN	 man)	***	OS	_
baskervilles12	233	10	had	have	VBD	(VP had	***	OS	_
baskervilles12	233	11	at	at	IN	(VP(ADVP at	***	OS	_
baskervilles12	233	12	least	least	JJS	 least)	***	OS	_
baskervilles12	233	13	deserved	deserve	VBD	 deserved	***	OS	_
baskervilles12	233	14	death	death	NN	(NP death)	***	OS	_
baskervilles12	233	15	by	by	IN	(PP by	***	OS	_
baskervilles12	233	16	the	the	DT	(NP(NP the	***	OS	_
baskervilles12	233	17	laws	law	NNS	 laws)	***	OS	_
baskervilles12	233	18	of	of	IN	(PP of	***	OS	_
baskervilles12	233	19	his	his	PRP$	(NP his	***	OS	_
baskervilles12	233	20	country	country	NN	 country)))))))	***	OS	_
baskervilles12	233	21	.	.	.	 .)	***	OS	_

baskervilles12	234	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles12	234	1	told	tell	VBD	(VP told	***	OS	_
baskervilles12	234	2	Holmes	Holmes	NNP	(NP Holmes)	***	OS	_
baskervilles12	234	3	how	how	WRB	(SBAR(WHADVP how)	***	OS	_
baskervilles12	234	4	the	the	DT	(S(NP the	***	OS	_
baskervilles12	234	5	matter	matter	NN	 matter)	***	OS	_
baskervilles12	234	6	stood	stand	VBD	(VP stood	***	OS	_
baskervilles12	234	7	,	,	,	 ,	***	OS	_
baskervilles12	234	8	my	my	PRP$	(S(NP my	***	OS	_
baskervilles12	234	9	heart	heart	NN	 heart)	***	OS	_
baskervilles12	234	10	bubbling	bubble	VBG	(VP bubbling	***	OS	_
baskervilles12	234	11	over	over	RP	(PRT over)	***	OS	_
baskervilles12	234	12	with	with	IN	(PP with	***	OS	_
baskervilles12	234	13	thankfulness	thankfulness	NN	(NP thankfulness	***	OS	_
baskervilles12	234	14	and	and	CC	 and	***	OS	_
baskervilles12	234	15	joy	joy	NN	 joy))))))))	***	OS	_
baskervilles12	234	16	.	.	.	 .)	***	OS	_

baskervilles12	235	0	``	``	``	(S ``	***	OS	_
baskervilles12	235	1	Then	Then	RB	(S(ADVP Then)	***	OS	_
baskervilles12	235	2	the	the	DT	(NP the	***	OS	_
baskervilles12	235	3	clothes	clothe	NNS	 clothes)	***	OS	_
baskervilles12	235	4	have	have	VBP	(VP have	***	OS	_
baskervilles12	235	5	been	be	VBN	(VP been	***	OS	_
baskervilles12	235	6	the	the	DT	(NP(NP the	***	OS	_
baskervilles12	235	7	poor	poor	JJ	 poor	***	OS	_
baskervilles12	235	8	devil	devil	NN	 devil	***	OS	_
baskervilles12	235	9	's	's	POS	 's)	***	OS	_
baskervilles12	235	10	death	death	NN	 death))))	***	OS	_
baskervilles12	235	11	,	,	,	 ,	***	OS	_
baskervilles12	235	12	''	''	''	 ''	***	OS	_
baskervilles12	235	13	said	say	VBD	(VP said)	***	OS	_
baskervilles12	235	14	he	he	PRP	(NP he)	***	OS	_
baskervilles12	235	15	.	.	.	 .)	***	OS	_

baskervilles12	236	0	``	``	``	(S ``	***	OS	_
baskervilles12	236	1	It	It	PRP	(NP It)	***	OS	_
baskervilles12	236	2	is	be	VBZ	(VP is	***	OS	_
baskervilles12	236	3	clear	clear	JJ	(ADJP clear	***	OS	_
baskervilles12	236	4	enough	enough	RB	 enough	***	OS	_
baskervilles12	236	5	that	that	IN	(SBAR that	***	OS	_
baskervilles12	236	6	the	the	DT	(S(NP the	***	OS	_
baskervilles12	236	7	hound	hound	NN	 hound)	***	OS	_
baskervilles12	236	8	has	have	VBZ	(VP has	***	OS	_
baskervilles12	236	9	been	be	VBN	(VP been	***	OS	_
baskervilles12	236	10	laid	lay	VBN	(VP laid	***	OS	_
baskervilles12	236	11	on	on	RP	(PRT on)	***	OS	_
baskervilles12	236	12	from	from	IN	(PP from	***	OS	_
baskervilles12	236	13	some	some	DT	(NP some	***	OS	_
baskervilles12	236	14	article	article	NN	 article))	***	OS	_
baskervilles12	236	15	of	of	IN	(PP of	***	OS	_
baskervilles12	236	16	Sir	Sir	NNP	(NP Sir	***	OS	_
baskervilles12	236	17	Henry	Henry	NNP	 Henry	***	OS	_
baskervilles12	236	18	's	's	POS	 's))))))))	***	OS	_
baskervilles12	236	19	--	--	:	 --	***	OS	_
baskervilles12	236	20	the	the	DT	(NP(NP the	***	OS	_
baskervilles12	236	21	boot	boot	NN	 boot)	***	OS	_
baskervilles12	236	22	which	which	WDT	(SBAR(WHNP which)	***	OS	_
baskervilles12	236	23	was	be	VBD	(S(VP(VP was	***	OS	_
baskervilles12	236	24	abstracted	abstract	VBN	(VP abstracted	***	OS	_
baskervilles12	236	25	in	in	IN	(PP in	***	OS	_
baskervilles12	236	26	the	the	DT	(NP the	***	OS	_
baskervilles12	236	27	hotel	hotel	NN	 hotel))	***	OS	_
baskervilles12	236	28	,	,	,	 ,	***	OS	_
baskervilles12	236	29	in	in	IN	(PP in	***	OS	_
baskervilles12	236	30	all	all	DT	(NP all	***	OS	_
baskervilles12	236	31	probability	probability	NN	 probability))))	***	OS	_
baskervilles12	236	32	--	--	:	 --	***	OS	_
baskervilles12	236	33	and	and	CC	 and	***	OS	_
baskervilles12	236	34	so	so	RB	(VP(ADVP so)	***	OS	_
baskervilles12	236	35	ran	run	VBD	 ran	***	OS	_
baskervilles12	236	36	this	this	DT	(NP this	***	OS	_
baskervilles12	236	37	man	man	NN	 man)	***	OS	_
baskervilles12	236	38	down	down	RP	(PRT down)))))))	***	OS	_
baskervilles12	236	39	.	.	.	 .)	***	OS	_

baskervilles12	237	0	There	There	EX	(S(NP There)	***	OS	_
baskervilles12	237	1	is	be	VBZ	(VP is	***	OS	_
baskervilles12	237	2	one	one	CD	(NP one	***	OS	_
baskervilles12	237	3	very	very	RB	 very	***	OS	_
baskervilles12	237	4	singular	singular	JJ	 singular	***	OS	_
baskervilles12	237	5	thing	thing	NN	 thing)	***	OS	_
baskervilles12	237	6	,	,	,	 ,	***	OS	_
baskervilles12	237	7	however	however	RB	(ADVP however))	***	OS	_
baskervilles12	237	8	:	:	:	 :	***	OS	_
baskervilles12	237	9	How	How	WRB	(SBARQ(WHADVP How)	***	OS	_
baskervilles12	237	10	came	come	VBD	(SQ(VP came	***	OS	_
baskervilles12	237	11	Selden	Selden	NNP	(NP Selden)	***	OS	_
baskervilles12	237	12	,	,	,	 ,	***	OS	_
baskervilles12	237	13	in	in	IN	(PP in	***	OS	_
baskervilles12	237	14	the	the	DT	(NP the	***	OS	_
baskervilles12	237	15	darkness	darkness	NN	 darkness))	***	OS	_
baskervilles12	237	16	,	,	,	 ,	***	OS	_
baskervilles12	237	17	to	to	TO	(S(VP to	***	OS	_
baskervilles12	237	18	know	know	VB	(VP know	***	OS	_
baskervilles12	237	19	that	that	IN	(SBAR that	***	OS	_
baskervilles12	237	20	the	the	DT	(S(NP the	***	OS	_
baskervilles12	237	21	hound	hound	NN	 hound)	***	OS	_
baskervilles12	237	22	was	be	VBD	(VP was	***	OS	_
baskervilles12	237	23	on	on	IN	(PP on	***	OS	_
baskervilles12	237	24	his	his	PRP$	(NP his	***	OS	_
baskervilles12	237	25	trail	trail	NN	 trail))))))))))	***	OS	_
baskervilles12	237	26	?	?	.	 ?	***	OS	_
baskervilles12	237	27	''	''	''	 ''))	***	OS	_

baskervilles12	238	0	``	``	``	(S ``	***	OS	_
baskervilles12	238	1	He	He	PRP	(NP He)	***	OS	_
baskervilles12	238	2	heard	hear	VBD	(VP heard	***	OS	_
baskervilles12	238	3	him	him	PRP	(NP him))	***	OS	_
baskervilles12	238	4	.	.	.	 .	***	OS	_
baskervilles12	238	5	''	''	''	 '')	***	OS	_

baskervilles12	239_1	0	``	``	``	(S ``	_	OS	_
baskervilles12	239_1	1	To	To	TO	(S(VP To	_	OS	_
baskervilles12	239_1	2	hear	hear	VB	(VP hear	_	IS	_
baskervilles12	239_1	3	a	a	DT	(NP a	_	IS	_
baskervilles12	239_1	4	hound	hound	NN	 hound)	_	IS	_
baskervilles12	239_1	5	upon	upon	IN	(PP upon	_	IS	_
baskervilles12	239_1	6	the	the	DT	(NP the	_	IS	_
baskervilles12	239_1	7	moor	moor	NN	 moor)))))	_	IS	_
baskervilles12	239_1	8	would	would	MD	(VP would	_	IS	_
baskervilles12	239_1	9	not	not	RB	 not	not	OS	_
baskervilles12	239_1	10	work	work	VB	(VP work	_	IS	_
baskervilles12	239_1	11	a	a	DT	(S(NP(NP a	_	IS	_
baskervilles12	239_1	12	hard	hard	JJ	 hard	_	IS	_
baskervilles12	239_1	13	man	man	NN	 man)	_	IS	_
baskervilles12	239_1	14	like	like	IN	(PP like	_	IS	_
baskervilles12	239_1	15	this	this	DT	(NP this)))	_	IS	_
baskervilles12	239_1	16	convict	convict	VB	(VP convict	_	IS	_
baskervilles12	239_1	17	into	into	IN	(PP into	_	IS	_
baskervilles12	239_1	18	such	such	PDT	(NP(NP such	_	IS	_
baskervilles12	239_1	19	a	a	DT	 a	_	IS	_
baskervilles12	239_1	20	paroxysm	paroxysm	NN	 paroxysm)	_	IS	_
baskervilles12	239_1	21	of	of	IN	(PP of	_	IS	_
baskervilles12	239_1	22	terror	terror	NN	(NP terror	_	IS	_
baskervilles12	239_1	23	that	that	IN	(SBAR that	_	IS	_
baskervilles12	239_1	24	he	he	PRP	(S(NP he)	_	IS	_
baskervilles12	239_1	25	would	would	MD	(VP would	_	IS	_
baskervilles12	239_1	26	risk	risk	VB	(VP risk	_	IS	_
baskervilles12	239_1	27	recapture	recapture	VB	(S(VP recapture	_	IS	_
baskervilles12	239_1	28	by	by	IN	(PP by	_	IS	_
baskervilles12	239_1	29	screaming	scream	VBG	(S(VP screaming	_	IS	_
baskervilles12	239_1	30	wildly	wildly	RB	(ADVP wildly)	_	IS	_
baskervilles12	239_1	31	for	for	IN	(PP for	_	IS	_
baskervilles12	239_1	32	help	help	NN	(NP help)))))))))))))))))))	_	IS	_
baskervilles12	239_1	33	.	.	.	 .)	_	OS	_

baskervilles12	240	0	By	By	IN	(S(PP By	***	OS	_
baskervilles12	240	1	his	his	PRP$	(NP his	***	OS	_
baskervilles12	240	2	cries	cry	VBZ	 cries))	***	OS	_
baskervilles12	240	3	he	he	PRP	(NP he)	***	OS	_
baskervilles12	240	4	must	must	MD	(VP must	***	OS	_
baskervilles12	240	5	have	have	VB	(VP have	***	OS	_
baskervilles12	240	6	run	run	VBN	(VP run	***	OS	_
baskervilles12	240	7	a	a	DT	(NP a	***	OS	_
baskervilles12	240	8	long	long	JJ	 long	***	OS	_
baskervilles12	240	9	way	way	NN	 way)	***	OS	_
baskervilles12	240	10	after	after	IN	(SBAR after	***	OS	_
baskervilles12	240	11	he	he	PRP	(S(NP he)	***	OS	_
baskervilles12	240	12	knew	know	VBD	(VP knew	***	OS	_
baskervilles12	240	13	the	the	DT	(SBAR(S(NP the	***	OS	_
baskervilles12	240	14	animal	animal	NN	 animal)	***	OS	_
baskervilles12	240	15	was	be	VBD	(VP was	***	OS	_
baskervilles12	240	16	on	on	IN	(PP on	***	OS	_
baskervilles12	240	17	his	his	PRP$	(NP his	***	OS	_
baskervilles12	240	18	track	track	NN	 track)))))))))))	***	OS	_
baskervilles12	240	19	.	.	.	 .)	***	OS	_

baskervilles12	241	0	How	How	WRB	(SBARQ(WHADVP How)	***	OS	_
baskervilles12	241	1	did	do	VBD	(SQ did	***	OS	_
baskervilles12	241	2	he	he	PRP	(NP he)	***	OS	_
baskervilles12	241	3	know	know	VB	(VP know))	***	OS	_
baskervilles12	241	4	?	?	.	 ?	***	OS	_
baskervilles12	241	5	''	''	''	 '')	***	OS	_

baskervilles12	242	0	``	``	``	(S ``	***	OS	_
baskervilles12	242	1	A	A	DT	(S(NP(NP A	***	OS	_
baskervilles12	242	2	greater	great	JJR	 greater	***	OS	_
baskervilles12	242	3	mystery	mystery	NN	 mystery)	***	OS	_
baskervilles12	242	4	to	to	TO	(PP to	***	OS	_
baskervilles12	242	5	me	me	PRP	(NP me)))	***	OS	_
baskervilles12	242	6	is	be	VBZ	(VP is	***	OS	_
baskervilles12	242	7	why	why	WRB	(SBAR(WHADVP why)	***	OS	_
baskervilles12	242	8	this	this	DT	(S(NP this)	***	OS	_
baskervilles12	242	9	hound	hound	VBP	(VP hound	***	OS	_
baskervilles12	242	10	,	,	,	 ,	***	OS	_
baskervilles12	242	11	presuming	presume	VBG	(S(VP presuming	***	OS	_
baskervilles12	242	12	that	that	IN	(SBAR that	***	OS	_
baskervilles12	242	13	all	all	PDT	(S(NP all	***	OS	_
baskervilles12	242	14	our	our	PRP$	 our	***	OS	_
baskervilles12	242	15	conjectures	conjecture	NNS	 conjectures)	***	OS	_
baskervilles12	242	16	are	be	VBP	(VP are	***	OS	_
baskervilles12	242	17	correct	correct	JJ	(ADJP correct)))))))))))	***	OS	_
baskervilles12	242	18	--	--	:	 --	***	OS	_
baskervilles12	242	19	''	''	''	 '')	***	OS	_

baskervilles12	243_1	0	``	``	``	(S ``	_	OS	_
baskervilles12	243_1	1	I	I	PRP	(NP I)	_	IS	_
baskervilles12	243_1	2	presume	presume	VBD	(VP presume	_	IS	presume
baskervilles12	243_1	3	nothing	nothing	NN	(NP nothing))	nothing	OS	_
baskervilles12	243_1	4	.	.	.	 .	_	OS	_
baskervilles12	243_1	5	''	''	''	 '')	_	OS	_

baskervilles12	244	0	``	``	``	(FRAG ``	***	OS	_
baskervilles12	244	1	Well	Well	UH	(INTJ Well)	***	OS	_
baskervilles12	244	2	,	,	,	 ,	***	OS	_
baskervilles12	244	3	then	then	RB	(ADVP then)	***	OS	_
baskervilles12	244	4	,	,	,	 ,	***	OS	_
baskervilles12	244	5	why	why	WRB	(SBAR(WHADVP why)	***	OS	_
baskervilles12	244	6	this	this	DT	(S(NP this	***	OS	_
baskervilles12	244	7	hound	hound	NN	 hound)	***	OS	_
baskervilles12	244	8	should	should	MD	(VP should	***	OS	_
baskervilles12	244	9	be	be	VB	(VP be	***	OS	_
baskervilles12	244	10	loose	loose	JJ	(NP loose	***	OS	_
baskervilles12	244	11	tonight	tonight	NN	 tonight)))))	***	OS	_
baskervilles12	244	12	.	.	.	 .)	***	OS	_

baskervilles12	245_1	0	I	I	PRP	(S(NP I)	_	OS	_
baskervilles12	245_1	1	suppose	suppose	VBP	(VP suppose	_	OS	_
baskervilles12	245_1	2	that	that	IN	(SBAR that	_	OS	_
baskervilles12	245_1	3	it	it	PRP	(S(NP it)	_	IS	_
baskervilles12	245_1	4	does	do	VBZ	(VP does	_	IS	_
baskervilles12	245_1	5	not	not	RB	 not	not	OS	_
baskervilles12	245_1	6	always	always	RB	(ADVP always)	_	IS	_
baskervilles12	245_1	7	run	run	VBN	(VP run	_	IS	_
baskervilles12	245_1	8	loose	loose	RB	(ADVP loose)	_	IS	_
baskervilles12	245_1	9	upon	upon	IN	(PP upon	_	IS	_
baskervilles12	245_1	10	the	the	DT	(NP the	_	IS	_
baskervilles12	245_1	11	moor	moor	NN	 moor)))))))	_	IS	_
baskervilles12	245_1	12	.	.	.	 .)	_	OS	_

baskervilles12	246_1	0	Stapleton	Stapleton	NNP	(S(NP Stapleton)	_	IS	_
baskervilles12	246_1	1	would	would	MD	(VP would	_	IS	_
baskervilles12	246_1	2	not	not	RB	 not	not	OS	_
baskervilles12	246_1	3	let	let	VB	(VP let	_	IS	_
baskervilles12	246_1	4	it	it	PRP	(S(NP it)	_	IS	_
baskervilles12	246_1	5	go	go	VB	(VP go	_	IS	_
baskervilles12	246_1	6	unless	unless	IN	(SBAR unless	_	IS	_
baskervilles12	246_1	7	he	he	PRP	(S(NP he)	_	IS	_
baskervilles12	246_1	8	had	have	VBD	(VP had	_	IS	_
baskervilles12	246_1	9	reason	reason	NN	(NP reason	_	IS	_
baskervilles12	246_1	10	to	to	TO	(S(VP to	_	IS	_
baskervilles12	246_1	11	think	think	VB	(VP think	_	IS	_
baskervilles12	246_1	12	that	that	IN	(SBAR that	_	IS	_
baskervilles12	246_1	13	Sir	Sir	NNP	(S(NP Sir	_	IS	_
baskervilles12	246_1	14	Henry	Henry	NNP	 Henry)	_	IS	_
baskervilles12	246_1	15	would	would	MD	(VP would	_	IS	_
baskervilles12	246_1	16	be	be	VB	(VP be	_	IS	_
baskervilles12	246_1	17	there	there	RB	(ADVP there))))))))))))))))	_	IS	_
baskervilles12	246_1	18	.	.	.	 .	_	OS	_
baskervilles12	246_1	19	''	''	''	 '')	_	OS	_

baskervilles12	247	0	``	``	``	(S ``	***	OS	_
baskervilles12	247	1	My	My	PRP$	(S(NP My	***	OS	_
baskervilles12	247	2	difficulty	difficulty	NN	 difficulty)	***	OS	_
baskervilles12	247	3	is	be	VBZ	(VP is	***	OS	_
baskervilles12	247	4	the	the	DT	(NP(NP the	***	OS	_
baskervilles12	247	5	more	more	RBR	(ADJP more	***	OS	_
baskervilles12	247	6	formidable	formidable	JJ	 formidable))	***	OS	_
baskervilles12	247	7	of	of	IN	(PP of	***	OS	_
baskervilles12	247	8	the	the	DT	(NP the	***	OS	_
baskervilles12	247	9	two	two	CD	 two)))))	***	OS	_
baskervilles12	247	10	,	,	,	 ,	***	OS	_
baskervilles12	247	11	for	for	IN	 for	***	OS	_
baskervilles12	247	12	I	I	PRP	(S(NP I)	***	OS	_
baskervilles12	247	13	think	think	VBP	(VP think	***	OS	_
baskervilles12	247	14	that	that	IN	(SBAR that	***	OS	_
baskervilles12	247	15	we	we	PRP	(S(NP we)	***	OS	_
baskervilles12	247	16	shall	shall	MD	(VP shall	***	OS	_
baskervilles12	247	17	very	very	RB	(ADVP very	***	OS	_
baskervilles12	247	18	shortly	shortly	RB	 shortly)	***	OS	_
baskervilles12	247	19	get	get	VB	(VP get	***	OS	_
baskervilles12	247	20	an	an	DT	(NP(NP an	***	OS	_
baskervilles12	247	21	explanation	explanation	NN	 explanation)	***	OS	_
baskervilles12	247	22	of	of	IN	(PP of	***	OS	_
baskervilles12	247	23	yours	your	NNS	(NP yours)))	***	OS	_
baskervilles12	247	24	,	,	,	 ,	***	OS	_
baskervilles12	247	25	while	while	IN	(SBAR while	***	OS	_
baskervilles12	247	26	mine	mine	PRP	(S(NP mine)	***	OS	_
baskervilles12	247	27	may	may	MD	(VP may	***	OS	_
baskervilles12	247	28	remain	remain	VB	(VP remain	***	OS	_
baskervilles12	247	29	forever	forever	RB	(ADVP forever)	***	OS	_
baskervilles12	247	30	a	a	DT	(NP a	***	OS	_
baskervilles12	247	31	mystery	mystery	NN	 mystery)))))))))))	***	OS	_
baskervilles12	247	32	.	.	.	 .)	***	OS	_

baskervilles12	248	0	The	The	DT	(S(NP The	***	OS	_
baskervilles12	248	1	question	question	NN	 question)	***	OS	_
baskervilles12	248	2	now	now	RB	(ADVP now)	***	OS	_
baskervilles12	248	3	is	be	VBZ	(VP is	***	OS	_
baskervilles12	248	4	,	,	,	 ,	***	OS	_
baskervilles12	248	5	what	what	WP	(SBARQ(WHNP what)	***	OS	_
baskervilles12	248	6	shall	shall	MD	(SQ shall	***	OS	_
baskervilles12	248	7	we	we	PRP	(NP we)	***	OS	_
baskervilles12	248	8	do	do	VBP	(VP do	***	OS	_
baskervilles12	248	9	with	with	IN	(PP with	***	OS	_
baskervilles12	248	10	this	this	DT	(NP(NP this	***	OS	_
baskervilles12	248	11	poor	poor	JJ	 poor	***	OS	_
baskervilles12	248	12	wretch	wretch	NN	 wretch	***	OS	_
baskervilles12	248	13	's	's	POS	 's)	***	OS	_
baskervilles12	248	14	body	body	NN	 body))))))	***	OS	_
baskervilles12	248	15	?	?	.	 ?)	***	OS	_

baskervilles12	249_1	0	We	We	PRP	(S(NP We)	_	IS	_
baskervilles12	249_1	1	can	can	MD	(VP can	_	IS	can
baskervilles12	249_1	2	not	not	RB	 not	not	OS	_
baskervilles12	249_1	3	leave	leave	VB	(VP leave	_	IS	_
baskervilles12	249_1	4	it	it	PRP	(NP it)	_	IS	_
baskervilles12	249_1	5	here	here	RB	(ADVP here)	_	IS	_
baskervilles12	249_1	6	to	to	TO	(PP to	_	IS	_
baskervilles12	249_1	7	the	the	DT	(NP(NP the	_	IS	_
baskervilles12	249_1	8	foxes	fox	NNS	 foxes)	_	IS	_
baskervilles12	249_1	9	and	and	CC	 and	_	IS	_
baskervilles12	249_1	10	the	the	DT	(NP the	_	IS	_
baskervilles12	249_1	11	ravens	raven	NNS	 ravens)))))	_	IS	_
baskervilles12	249_1	12	.	.	.	 .	_	OS	_
baskervilles12	249_1	13	''	''	''	 '')	_	OS	_

baskervilles12	250	0	``	``	``	(S ``	***	OS	_
baskervilles12	250	1	I	I	PRP	(NP I)	***	OS	_
baskervilles12	250	2	suggest	suggest	VBP	(VP suggest	***	OS	_
baskervilles12	250	3	that	that	IN	(SBAR that	***	OS	_
baskervilles12	250	4	we	we	PRP	(S(NP we)	***	OS	_
baskervilles12	250	5	put	put	VBP	(VP put	***	OS	_
baskervilles12	250	6	it	it	PRP	(NP it)	***	OS	_
baskervilles12	250	7	in	in	IN	(PP in	***	OS	_
baskervilles12	250	8	one	one	CD	(NP(NP one)	***	OS	_
baskervilles12	250	9	of	of	IN	(PP of	***	OS	_
baskervilles12	250	10	the	the	DT	(NP the	***	OS	_
baskervilles12	250	11	huts	hut	NNS	 huts))))	***	OS	_
baskervilles12	250	12	until	until	IN	(SBAR until	***	OS	_
baskervilles12	250	13	we	we	PRP	(S(NP we)	***	OS	_
baskervilles12	250	14	can	can	MD	(VP can	***	OS	_
baskervilles12	250	15	communicate	communicate	VB	(VP communicate	***	OS	_
baskervilles12	250	16	with	with	IN	(PP with	***	OS	_
baskervilles12	250	17	the	the	DT	(NP the	***	OS	_
baskervilles12	250	18	police	police	NNS	 police))))))))))	***	OS	_
baskervilles12	250	19	.	.	.	 .	***	OS	_
baskervilles12	250	20	''	''	''	 '')	***	OS	_

baskervilles12	251	0	``	``	``	(FRAG ``	***	OS	_
baskervilles12	251	1	Exactly	Exactly	RB	(ADJP Exactly)	***	OS	_
baskervilles12	251	2	.	.	.	 .)	***	OS	_

baskervilles12	252_1	0	I	I	PRP	(S(NP I)	_	IS	_
baskervilles12	252_1	1	have	have	VBP	(VP have	_	IS	have
baskervilles12	252_1	2	no	no	DT	(NP no	no	OS	_
baskervilles12	252_1	3	doubt	doubt	NN	 doubt	_	IS	_
baskervilles12	252_1	4	that	that	IN	(SBAR that	_	IS	_
baskervilles12	252_1	5	you	you	PRP	(S(NP you	_	IS	_
baskervilles12	252_1	6	and	and	CC	 and	_	IS	_
baskervilles12	252_1	7	I	I	PRP	 I)	_	IS	_
baskervilles12	252_1	8	could	could	MD	(VP could	_	IS	_
baskervilles12	252_1	9	carry	carry	VB	(VP carry	_	IS	_
baskervilles12	252_1	10	it	it	PRP	(NP it)	_	IS	_
baskervilles12	252_1	11	so	so	RB	(ADVP so	_	IS	_
baskervilles12	252_1	12	far	far	RB	 far)))))))	_	IS	_
baskervilles12	252_1	13	.	.	.	 .)	_	OS	_

baskervilles12	253	0	Halloa	Halloa	NNP	(S(NP Halloa	***	OS	_
baskervilles12	253	1	,	,	,	 ,	***	OS	_
baskervilles12	253	2	Watson	Watson	NNP	 Watson	***	OS	_
baskervilles12	253	3	,	,	,	 ,	***	OS	_
baskervilles12	253	4	what	what	WP	 what)	***	OS	_
baskervilles12	253	5	's	'	VBZ	(VP 's	***	OS	_
baskervilles12	253	6	this	this	DT	(NP this))	***	OS	_
baskervilles12	253	7	?	?	.	 ?)	***	OS	_

baskervilles12	254	0	It	It	PRP	(S(S(NP It)	***	OS	_
baskervilles12	254	1	's	'	VBZ	(VP 's	***	OS	_
baskervilles12	254	2	the	the	DT	(NP the	***	OS	_
baskervilles12	254	3	man	man	NN	 man)	***	OS	_
baskervilles12	254	4	himself	himself	PRP	(NP himself)))	***	OS	_
baskervilles12	254	5	,	,	,	 ,	***	OS	_
baskervilles12	254	6	by	by	IN	 by	***	OS	_
baskervilles12	254	7	all	all	PDT	(S(NP all	***	OS	_
baskervilles12	254	8	that	that	DT	 that)	***	OS	_
baskervilles12	254	9	's	'	VBZ	(VP 's	***	OS	_
baskervilles12	254	10	wonderful	wonderful	JJ	(ADJP wonderful	***	OS	_
baskervilles12	254	11	and	and	CC	 and	***	OS	_
baskervilles12	254	12	audacious	audacious	JJ	 audacious)))	***	OS	_
baskervilles12	254	13	!	!	.	 !)	***	OS	_

baskervilles12	255_1	0	Not	Not	RB	(FRAG(NP Not	Not	OS	_
baskervilles12	255_1	1	a	a	DT	 a	_	IS	_
baskervilles12	255_1	2	word	word	NN	 word	_	IS	_
baskervilles12	255_1	3	to	to	TO	(S(VP to	_	IS	_
baskervilles12	255_1	4	show	show	VB	(VP show	_	IS	show
baskervilles12	255_1	5	your	your	PRP$	(NP your	_	IS	_
baskervilles12	255_1	6	suspicions	suspicion	NNS	 suspicions)))))	_	IS	_
baskervilles12	255_1	7	--	--	:	 --	_	OS	_
baskervilles12	255_1	8	not	not	RB	 not	_	OS	_
baskervilles12	255_1	9	a	a	DT	(NP(NP a	_	OS	_
baskervilles12	255_1	10	word	word	NN	 word)	_	OS	_
baskervilles12	255_1	11	,	,	,	 ,	_	OS	_
baskervilles12	255_1	12	or	or	CC	 or	_	OS	_
baskervilles12	255_1	13	my	my	PRP$	(NP my	_	OS	_
baskervilles12	255_1	14	plans	plan	NNS	 plans	_	OS	_
baskervilles12	255_1	15	crumble	crumble	VB	(S(VP crumble	_	OS	_
baskervilles12	255_1	16	to	to	TO	(PP to	_	OS	_
baskervilles12	255_1	17	the	the	DT	(NP the	_	OS	_
baskervilles12	255_1	18	ground	ground	NN	 ground))))))	_	OS	_
baskervilles12	255_1	19	.	.	.	 .	_	OS	_
baskervilles12	255_1	20	''	''	''	 '')	_	OS	_
